[INFO ] [2021-08-26 21:53:29,539] Pre-Condition - Open browser 'firefox' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:15:12,532]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:15:12,535] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:15:13,254] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:15:14,997]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:15:14,999] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:31:37,343] --------START delete file in folder---------
[INFO ] [2021-08-27 22:31:37,343] --------START delete file in folder---------
[INFO ] [2021-08-27 22:31:37,343] --------START delete file in folder---------
[INFO ] [2021-08-27 22:31:37,358] --------END delete file in folder---------
[INFO ] [2021-08-27 22:31:37,358] --------END delete file in folder---------
[INFO ] [2021-08-27 22:31:37,358] --------END delete file in folder---------
[INFO ] [2021-08-27 22:31:37,376] Pre-Condition - Open browser 'edge' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:31:37,376] Pre-Condition - Open browser 'chrome' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:31:37,376] Pre-Condition - Open browser 'firefox' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:31:46,749] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:31:47,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:31:47,060] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:31:48,185] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:31:48,459]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:31:48,459] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:31:52,373] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:31:52,794] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:31:53,532] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:31:54,270] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:31:54,747] User_01_Register - Step 06: Click to Email textbox with value: testing76445@email.com
[INFO ] [2021-08-27 22:31:55,400] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:31:55,932] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:31:56,265] User_01_Register - Step 06: Click to Email textbox with value: testing78390@email.com
[INFO ] [2021-08-27 22:31:56,487] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:31:57,154] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:31:57,443] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:31:57,713] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:31:58,399] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:31:58,702] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:31:59,073] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:31:59,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:31:59,293] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:32:01,244] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:32:01,264] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:32:01,417]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:01,417] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:32:01,633] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:32:01,856] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:32:01,955]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:01,956] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:32:02,157] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:32:02,312] User_01_Register - Step 06: Click to Email textbox with value: testing59785@email.com
[INFO ] [2021-08-27 22:32:02,473] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:32:02,631] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:32:02,774] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:32:03,945] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:32:04,220] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:32:04,288]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:32:04,428]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:32:05,076] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:32:05,118] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:32:05,148] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:32:05,266]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:05,266] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:32:07,249] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:32:07,413]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:32:07,694] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:32:09,021] User_01_Register - Step 02: Enter to Email textbox with value: testing59785@email.com
[INFO ] [2021-08-27 22:32:09,194] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:32:09,340] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:32:09,706] User_01_Register - Step 02: Enter to Email textbox with value: testing76445@email.com
[INFO ] [2021-08-27 22:32:09,998] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:32:10,167] User_01_Register - Step 02: Enter to Email textbox with value: testing78390@email.com
[INFO ] [2021-08-27 22:32:10,443] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:32:10,579] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:32:10,609]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:10,613] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:32:11,010] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:32:11,025] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:32:15,516] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:32:15,640]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:15,642] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:32:16,855] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:32:16,959]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:32:16,961] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:33:22,915] --------START delete file in folder---------
[INFO ] [2021-08-27 22:33:22,915] --------START delete file in folder---------
[INFO ] [2021-08-27 22:33:22,915] --------START delete file in folder---------
[INFO ] [2021-08-27 22:33:22,919] --------END delete file in folder---------
[INFO ] [2021-08-27 22:33:22,919] --------END delete file in folder---------
[INFO ] [2021-08-27 22:33:22,920] --------END delete file in folder---------
[INFO ] [2021-08-27 22:33:22,940] Pre-Condition - Open browser 'chrome' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:33:22,940] Pre-Condition - Open browser 'firefox' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:33:22,940] Pre-Condition - Open browser 'edge' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:33:31,571] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:31,988]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:31,991] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:33:32,158] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:32,462]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:32,462] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:33:36,284] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:33:36,678] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:33:37,315] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:33:37,564] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:33:38,316] User_01_Register - Step 06: Click to Email textbox with value: testing40535@email.com
[INFO ] [2021-08-27 22:33:38,789] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:39,008] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:33:39,183] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:40,007] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:33:40,298] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:33:40,595] User_01_Register - Step 06: Click to Email textbox with value: testing35421@email.com
[INFO ] [2021-08-27 22:33:40,637] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:40,986]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:40,986] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:33:41,341] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:41,728] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:41,978] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:33:42,549] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:33:42,666]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:42,666] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:33:43,757] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:33:44,234] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:33:44,493] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:33:44,729] User_01_Register - Step 06: Click to Email textbox with value: testing91474@email.com
[INFO ] [2021-08-27 22:33:44,959] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:45,044] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:33:45,178] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:45,198] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:33:45,247]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:33:45,348] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:33:45,424]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:45,424] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:33:45,744] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:33:47,019] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:33:47,207]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:47,207] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:33:47,745] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:33:47,895]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:33:48,291] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:33:49,075] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:33:49,218]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:33:49,527] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:33:49,651] User_01_Register - Step 02: Enter to Email textbox with value: testing40535@email.com
[INFO ] [2021-08-27 22:33:50,230] User_01_Register - Step 02: Enter to Email textbox with value: testing91474@email.com
[INFO ] [2021-08-27 22:33:50,417] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:50,488] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:50,632] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:33:50,880] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:33:52,264] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:52,404]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:52,406] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:33:53,062] User_01_Register - Step 02: Enter to Email textbox with value: testing35421@email.com
[INFO ] [2021-08-27 22:33:53,379] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:33:53,859] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:33:56,717] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:56,827]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:56,831] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:33:58,822] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:33:58,961]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:33:58,963] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:54:46,588] --------START delete file in folder---------
[INFO ] [2021-08-27 22:54:46,588] --------START delete file in folder---------
[INFO ] [2021-08-27 22:54:46,588] --------START delete file in folder---------
[INFO ] [2021-08-27 22:54:46,593] --------END delete file in folder---------
[INFO ] [2021-08-27 22:54:46,593] --------END delete file in folder---------
[INFO ] [2021-08-27 22:54:46,593] --------END delete file in folder---------
[INFO ] [2021-08-27 22:54:46,608] Pre-Condition - Open browser 'edge' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:54:46,608] Pre-Condition - Open browser 'firefox' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:54:46,608] Pre-Condition - Open browser 'chrome' and navigate 'https://demo.nopcommerce.com/'
[INFO ] [2021-08-27 22:54:53,361] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:54:53,661]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:54:53,664] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:54:59,261] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:54:59,486] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:55:00,079] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:55:00,341] User_01_Register - Step 06: Click to Email textbox with value: testing43582@email.com
[INFO ] [2021-08-27 22:55:00,642] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:00,902] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:01,348] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:55:02,359] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:55:02,554]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:02,554] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:55:04,755] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:55:04,775] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:55:04,892]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:04,893] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:55:05,247] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:55:05,440] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:55:05,565] User_01_Register - Step 06: Click to Email textbox with value: testing31173@email.com
[INFO ] [2021-08-27 22:55:05,721] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:05,856] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:06,005] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:55:06,523] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:55:06,614]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:55:07,168] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:55:08,398] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:55:08,530]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:08,530] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:55:10,592] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:55:10,747]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:55:11,588] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:55:12,126] User_01_Register - Step 02: Enter to Email textbox with value: testing43582@email.com
[INFO ] [2021-08-27 22:55:12,497] User_01_Register - Step 02: Enter to Email textbox with value: testing31173@email.com
[INFO ] [2021-08-27 22:55:12,715] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:12,881] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:12,886] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:55:13,213] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:55:15,355] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:55:15,538]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:15,540] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:55:15,657] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-27 22:55:16,761]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:16,761] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-27 22:55:19,196] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:55:19,270]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:19,272] Post-Condition - Close Browser
[INFO ] [2021-08-27 22:55:22,856] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-27 22:55:23,175] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-27 22:55:23,432] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-27 22:55:23,647] User_01_Register - Step 06: Click to Email textbox with value: testing87113@email.com
[INFO ] [2021-08-27 22:55:23,908] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:24,171] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:24,407] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-27 22:55:26,595] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-27 22:55:26,678]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:26,678] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-27 22:55:27,662] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-27 22:55:27,760]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 22:55:28,214] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-27 22:55:32,582] User_01_Register - Step 02: Enter to Email textbox with value: testing87113@email.com
[INFO ] [2021-08-27 22:55:32,821] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-27 22:55:33,008] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-27 22:55:37,546] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-27 22:55:37,651]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 22:55:37,653] Post-Condition - Close Browser
[INFO ] [2021-08-27 23:41:16,365] --------START delete file in folder---------
[INFO ] [2021-08-27 23:41:16,365] --------START delete file in folder---------
[INFO ] [2021-08-27 23:41:16,365] --------START delete file in folder---------
[INFO ] [2021-08-27 23:41:16,366] --------END delete file in folder---------
[INFO ] [2021-08-27 23:41:16,367] --------END delete file in folder---------
[INFO ] [2021-08-27 23:41:16,367] --------END delete file in folder---------
[INFO ] [2021-08-27 23:41:28,240]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:30,212]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:40,174]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:40,470]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:41,840]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:43,312]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 23:41:44,839]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 23:41:45,827]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:47,797]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-27 23:41:51,383]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:54,031]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-27 23:41:57,053]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:09,130] --------START delete file in folder---------
[INFO ] [2021-08-28 15:20:09,130] --------START delete file in folder---------
[INFO ] [2021-08-28 15:20:09,130] --------START delete file in folder---------
[INFO ] [2021-08-28 15:20:09,146] --------END delete file in folder---------
[INFO ] [2021-08-28 15:20:09,146] --------END delete file in folder---------
[INFO ] [2021-08-28 15:20:09,146] --------END delete file in folder---------
[INFO ] [2021-08-28 15:20:17,405] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-28 15:20:17,732]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:17,739] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-28 15:20:23,623] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-28 15:20:24,090] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-28 15:20:24,674] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-28 15:20:24,893] User_01_Register - Step 06: Click to Email textbox with value: testing51956@email.com
[INFO ] [2021-08-28 15:20:25,501] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:25,792] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:26,339] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-28 15:20:28,814] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-28 15:20:29,117]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:29,117] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-28 15:20:29,982] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-28 15:20:30,500]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:30,501] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-28 15:20:35,050] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-28 15:20:35,647] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-28 15:20:35,688] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-08-28 15:20:35,810] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-28 15:20:35,838]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-28 15:20:35,916]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:35,916] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-08-28 15:20:36,340] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-28 15:20:36,502] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-28 15:20:36,759] User_01_Register - Step 06: Click to Email textbox with value: testing7759@email.com
[INFO ] [2021-08-28 15:20:37,280] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:37,661] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:37,946] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-28 15:20:40,233] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-08-28 15:20:40,575] User_01_Register - Step 04: Click to First Name textbox
[INFO ] [2021-08-28 15:20:40,726] User_01_Register - Step 05: Click to Last Name textbox
[INFO ] [2021-08-28 15:20:40,862] User_01_Register - Step 06: Click to Email textbox with value: testing88281@email.com
[INFO ] [2021-08-28 15:20:41,159] User_01_Register - Step 07: Click to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:41,369] User_01_Register - Step 08: Click to Confirm Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:41,609] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-08-28 15:20:42,333] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-28 15:20:42,416]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:42,416] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-28 15:20:43,166] User_01_Register - Step 02: Enter to Email textbox with value: testing51956@email.com
[INFO ] [2021-08-28 15:20:43,457] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:43,731] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-28 15:20:43,993] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-28 15:20:44,108]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-28 15:20:44,439] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-28 15:20:46,376] User_01_Register - Step 10: Verify success message is displayed
[INFO ] [2021-08-28 15:20:46,497]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:46,497] User_01_Register - Step 11: Click to Logout link
[INFO ] [2021-08-28 15:20:47,613] User_01_Register - Step 12: Verify  Home Page is displayed 
[INFO ] [2021-08-28 15:20:47,712]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-08-28 15:20:47,882] User_01_Register - Step 01: Click to Login link
[INFO ] [2021-08-28 15:20:49,000] User_01_Register - Step 02: Enter to Email textbox with value: testing7759@email.com
[INFO ] [2021-08-28 15:20:49,701] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-28 15:20:49,742] User_01_Register - Step 02: Enter to Email textbox with value: testing88281@email.com
[INFO ] [2021-08-28 15:20:50,044] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:50,065]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:50,212] User_01_Register - Step 03: Enter to Password textbox with value: 123456
[INFO ] [2021-08-28 15:20:50,343] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-28 15:20:50,670] User_01_Register - Step 04: Click to Login button
[INFO ] [2021-08-28 15:20:53,201] User_01_Register - Step 05: Verify Home Page is displayed
[INFO ] [2021-08-28 15:20:53,413]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-08-28 15:20:57,639] User_01_Register - Step 05: Verify Home Page is displayed
